date_time_index,Date,Time,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,date_time_index,filled_timebin,price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum
2017-02-20 11:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,98.92775510204078,97.53993197278908,97.74319934726132,98.43177893571306,0.6885795884517307,1.1222342638963811,99.78440050058184,95.29546344499632,99.63766065650036,92.64
2017-02-20 12:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,98.96693877551017,97.56278911564623,97.76417972574258,98.46020960052483,0.6960298747822549,1.1251502491881062,99.81308961402243,95.31248861727002,99.63922021883344,92.64
2017-02-20 13:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,99.00530612244894,97.58482993197275,97.78492530398516,98.48797121857574,0.7030459145905752,1.1278602466036418,99.84055042518003,95.32910943876547,99.63974007294449,92.64
2017-02-20 14:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,99.04306122448978,97.60687074829927,97.8054387699467,98.51507953632567,0.7096407663789677,1.1299209696874122,99.8667126876741,95.34702880892445,99.63991335764815,92.64
2017-02-20 15:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,99.0808163265306,97.63027210884349,97.8257227794895,98.54154992953502,0.7158271500455271,1.1325796143027709,99.89543133744903,95.36511288023794,99.63997111921606,92.64
2017-02-21 09:30:00,02/21/2017,09:30,99.84,99.88,99.84,99.88,100.0,100.03,100.0,100.03,2017-02-21 09:30:00,False,99.88,99.12183673469386,97.65510204081627,97.84843320211726,98.57304482006442,0.7246116179471613,1.1400740924518713,99.93525022572001,95.37495385591254,99.79999037307202,92.88
2017-02-21 10:30:00,02/21/2017,10:30,100.38,100.38,100.37,100.37,100.39,100.39,100.37,100.37,2017-02-21 10:30:00,False,100.37,99.17204081632651,97.68482993197274,97.87630608095887,98.6153286717905,0.7390225908316239,1.1554325502651108,99.99569503250297,95.37396483144252,100.17999679102401,93.37
2017-02-21 11:30:00,02/21/2017,11:30,100.18,100.18,100.15,100.15,100.19,100.19,100.16,100.16,2017-02-21 11:30:00,False,100.15,99.21714285714285,97.71346938775504,97.90143588716832,98.65144071476587,0.7500048275975502,1.1677231185532466,100.04891562486154,95.37802315064854,100.15999893034133,93.15
2017-02-21 12:30:00,02/21/2017,12:30,100.31,100.31,100.3,100.3,100.32,100.32,100.31,100.31,2017-02-21 12:30:00,False,100.3,99.26265306122448,97.74380952380946,97.92794253813736,98.69023257857363,0.7622900404362696,1.181503081830319,100.1068156874701,95.38080336014882,100.25333297678044,93.3
2017-02-21 13:30:00,02/21/2017,13:30,100.25,100.25,100.25,100.25,100.26,100.26,100.26,100.26,2017-02-21 13:30:00,False,100.25,99.3061224489796,97.77353741496593,97.95360057777737,98.72693505202926,0.7733344742518966,1.1962417574390816,100.1660209298441,95.38105390008776,100.25111099226014,93.25
